"_id","lorg_org_id","lorg_cat_id"
"49381","7186","3810"
"49382","1370","1530"
"49383","1370","1570"
"49384","3882","3810"
"49385","9797","1530"
"49386","9797","1590"
"49387","12455","1670"
"49388","12455","1740"
"49389","9575","1620"
"49390","2984","1110"
"49391","2984","3420"
"49392","3190","3720"
"49393","7220","930"
"49394","7220","1250"
"49401","4328","1110"
"49402","4328","3420"
"49403","1252","3420"
"49404","975","1110"
"49405","975","3420"
"49407","544","4966"
"49409","2451","3720"
"49410","3029","720"
"49412","3452","3110"
"49413","11611","1930"
"49414","11611","4140"
"49415","3235","1530"
"49416","3235","1570"
"49417","3235","1590"
"49418","8999","1730"
"49419","8999","4640"
"49420","8999","4910"
"49426","10909","740"
"49427","9409","1370"
"49433","12254","2540"
"49434","12254","2550"
"49435","12254","2560"
"49436","173","4290"
"49437","6386","2900"
"49438","10638","3280"
"49439","8280","3350"
"49442","1792","4560"
"49443","1792","4950"
"49444","8822","980"
"49445","8822","2900"
"49448","9227","611"
"49449","9227","660"
"49450","11430","611"
"49451","11430","660"
"49452","896","1090"
"49453","896","3350"
"49454","896","4910"
"49455","12421","1530"
"49456","4481","1110"
"49457","4481","3420"
"49458","920","3720"
"49459","8756","3810"
"49460","7887","4250"
"49461","7727","4390"
"49462","6228","510"
"49463","6228","600"
"49466","463","2940"
"49467","463","3710"
"49468","3782","3410"
"49477","2744","3500"
"49478","2744","3580"
"49479","6941","3500"
"49480","6941","3580"
"49481","3101","2200"
"49482","4282","1530"
"49483","7786","3950"
"49485","8823","3950"
"49487","11768","3950"
"49488","1642","770"
"49489","1642","1100"
"49490","1642","2890"
"49491","1642","4930"
"49492","12373","1530"
"49493","7206","1370"
"49494","9228","3640"
"49495","9228","3700"
"49496","6498","2280"
"49497","6498","3810"
"49498","2408","1470"
"49499","1546","1290"
"49500","632","2930"
"49501","296","3720"
"49502","7098","4210"
"49503","7098","4220"
"49509","4072","3310"
"49510","2663","1700"
"49511","787","4220"
"49512","2779","4340"
"49514","2794","1280"
"49515","2794","3340"
"49516","8022","4900"
"49517","8274","1570"
"49518","8274","1740"
"49519","8274","2080"
"49520","8274","3350"
"49521","8274","4910"
"49522","2795","1740"
"49523","2795","3470"
"49524","1785","4900"
"49525","2234","2885"
"49526","2235","2885"
"49527","668","1370"
"49528","1747","1260"
"49529","853","2040"
"49530","2656","3500"
"49531","2203","2885"
"49532","2544","2710"
"49533","2544","4170"
"49534","479","2940"
"49535","5201","1630"
"49538","794","960"
"49539","794","1680"
"49540","794","4220"
"49541","2620","2120"
"49544","10924","2840"
"49545","4040","740"
"49546","468","3710"
"49547","12547","1860"
"49548","12332","940"
"49549","12332","980"
"49550","12332","2970"
"49551","11339","2600"
"49552","11339","2650"
"49553","11806","3710"
"49554","9900","4470"
"49555","10854","2040"
"49560","6803","2550"
"49561","6803","2560"
"49565","11556","4140"
"49566","11556","4150"
"49567","11556","4470"
"49570","12132","2330"
"49571","12132","4200"
"49572","9296","940"
"49573","9296","3350"
"49575","943","3770"
"49578","2065","1340"
"49579","583","890"
"49580","917","4940"
"49581","8923","4940"
"49582","2453","3720"
"49583","2545","610"
"49584","11486","2540"
"49585","2839","3930"
"49586","2839","3940"
"49587","2839","3950"
"49588","6788","3930"
"49589","6788","3940"
"49590","6788","3950"
"49591","10742","3930"
"49592","10742","3940"
"49593","10742","3950"
"49596","12358","980"
"49597","12358","2980"
"49598","9809","2980"
"49599","5219","2980"
"49600","6316","2780"
"49601","3864","2790"
"49602","3864","2880"
"49603","9223","3810"
"49604","7506","3810"
"49605","5217","3420"
"49610","9392","1420"
"49611","9392","2320"
"49612","9392","4140"
"49613","9392","4680"
"49614","6216","2120"
"49617","8402","1110"
"49618","12239","3420"
"49619","12240","3420"
"49620","8630","3420"
"49625","11154","540"
"49626","11154","720"
"49627","11154","3110"
"49628","11154","4070"
"49629","3895","4070"
"49632","7409","3220"
"49633","7409","3280"
"49634","8836","740"
"49635","442","3780"
"49636","3018","1540"
"49638","12172","4140"
"49640","11051","3420"
"49641","11051","3720"
"49642","8278","3420"
"49643","3231","1930"
"49644","12371","3810"
"49646","1921","1610"
"49647","9189","2650"
"49650","11783","1120"
"49651","11783","4560"
"49652","658","1370"
"49653","11021","850"
"49654","11021","1330"
"49655","5537","1470"
"49661","11797","2900"
"49662","11797","2970"
"49663","11797","2980"
"49664","3026","1490"
"49665","3026","1660"
"49666","8409","1280"
"49667","8409","1350"
"49668","8409","3280"
"49669","8409","3470"
"49670","3663","3220"
"49671","645","860"
"49672","9324","2350"
"49673","9324","4977"
"49674","6513","2940"
"49675","8644","740"
"49676","7246","2070"
"49677","430","3780"
"49678","2821","1840"
"49679","2821","3512"
"49680","2315","970"
"49685","581","890"
"49688","11349","3280"
"49689","2378","4260"
"49690","6056","1560"
"49691","860","1110"
"49692","860","3420"
"49693","8962","1700"
"49694","6692","4230"
"49695","9792","4230"
"49696","17","4290"
"49699","7398","1240"
"49700","7398","4100"
"49701","10682","800"
"49702","10682","3070"
"49703","10682","4994"
"49704","1491","3500"
"49705","1491","4430"
"49706","8787","3720"
"49707","6351","1370"
"49708","7253","2900"
"49709","9306","1780"
"49710","9306","4670"
"49711","11867","1780"
"49712","11867","4670"
"49713","12163","740"
"49714","1610","860"
"49715","1610","3810"
"49716","8496","3810"
"49717","7531","3810"
"49719","11913","4140"
"49720","1759","1630"
"49723","187","740"
"49726","12081","4610"
"49730","3948","2200"
"49731","3948","3500"
"49732","3948","4630"
"49736","11554","2200"
"49737","11554","3500"
"49738","11554","4630"
"49739","11553","2200"
"49740","11553","3500"
"49741","11553","4630"
"49742","9495","2540"
"49743","9495","2550"
"49744","9495","2560"
"49745","11834","4120"
"49746","9487","4250"
"49749","7683","4240"
"49750","12359","3070"
"49751","12359","4994"
"49752","11234","3810"
"49754","12175","4070"
"49759","12444","2040"
"49760","56","3410"
"49763","8754","1530"
"49764","8754","2970"
"49767","7259","3150"
"49768","495","1620"
"49769","495","2940"
"49771","10733","2320"
"49772","10733","4140"
"49773","9289","2280"
"49775","9858","2280"
"49776","11134","2280"
"49777","11266","2280"
"49778","11374","2860"
"49779","131","2860"
"49780","262","2860"
"49781","1565","2860"
"49782","1570","2860"
"49783","1572","2860"
"49784","3351","2860"
"49785","3353","2860"
"49786","6691","2860"
"49787","7185","2860"
"49788","7452","2860"
"49789","8998","2860"
"49790","9060","2860"
"49792","1563","2860"
"49793","1561","2860"
"49794","1559","2860"
"49795","1557","2860"
"49796","9385","2860"
"49798","3352","2860"
"49800","1571","2860"
"49801","1566","2860"
"49802","1573","2860"
"49803","1575","2860"
"49804","1568","2860"
"49805","10761","2860"
"49806","1562","2860"
"49808","3350","2860"
"49809","11389","2860"
"49810","3093","3320"
"49813","11068","1030"
"49814","11135","2370"
"49815","11135","3720"
"49818","11218","2370"
"49819","11218","3720"
"49820","11014","740"
"49822","9712","1010"
"49824","11706","1900"
"49825","11030","940"
"49826","11030","980"
"49827","11030","1530"
"49828","11030","2900"
"49829","11030","2970"
"49830","11030","2980"
"49831","11029","940"
"49832","11029","980"
"49833","11029","1530"
"49834","11029","2900"
"49835","11029","2970"
"49836","11029","2980"
"49837","11031","940"
"49838","11031","980"
"49839","11031","1530"
"49840","11031","2900"
"49841","11031","2970"
"49842","11031","2980"
"49843","12130","940"
"49844","12130","980"
"49845","12130","1530"
"49846","12130","2900"
"49847","12130","2970"
"49848","12130","2980"
"49849","10607","2320"
"49850","10607","2870"
"49851","10607","3840"
"49852","10607","4140"
"49853","7868","2870"
"49857","11510","2870"
"49862","10585","2870"
"49863","10585","4910"
"49864","9282","2900"
"49865","9283","980"
"49866","9283","2900"
"49867","8828","2900"
"49868","12356","1530"
"49869","12357","1530"
"49870","12115","2980"
"49871","1144","2900"
"49872","8681","2900"
"49873","5546","2930"
"49874","4526","2930"
"49875","5607","2930"
"49876","5610","2930"
"49877","5618","2930"
"49878","5621","2930"
"49879","6283","2930"
"49880","5617","2930"
"49881","5613","2930"
"49882","5547","2930"
"49883","6555","2930"
"49885","11441","2940"
"49886","2494","2940"
"49887","2494","3080"
"49889","414","2940"
"49890","2","2480"
"49891","6261","2900"
"49892","363","4964"
"49893","166","2710"
"49894","6136","1700"
"49895","5323","1700"
"49896","1301","3770"
"49903","12247","3720"
"49907","1022","3720"
"49908","1408","4230"
"49909","1407","4230"
"49910","473","3710"
"49912","471","3710"
"49913","458","3710"
"49914","461","3710"
"49915","11954","3710"
"49916","470","3710"
"49917","469","3710"
"49918","6507","3710"
"49919","3334","1120"
"49920","3334","3470"
"49921","9032","4090"
"49922","2947","2420"
"49923","2947","3010"
"49924","1652","3400"
"49925","1652","4260"
"49926","11240","3810"
"49927","9476","720"
"49930","9391","540"
"49932","8081","510"
"49933","8081","660"
"49934","8081","1090"
"49935","8081","1110"
"49936","8081","1740"
"49937","8081","2550"
"49938","8081","2970"
"49939","8081","3340"
"49940","8081","3420"
"49941","8081","4230"
"49942","1828","740"
"49943","1828","2680"
"49944","970","740"
"49945","970","980"
"49946","970","1090"
"49947","970","1530"
"49948","970","1950"
"49949","970","2070"
"49950","970","3280"
"49951","970","4910"
"49953","10724","4700"
"49954","12311","3810"
"49955","12312","3810"
"49956","7180","1370"
"49957","7180","3640"
"49958","7180","3700"
"49962","11660","4710"
"49963","11660","4940"
"49964","9861","2550"
"49965","9861","2560"
"49971","8968","3890"
"49972","10764","930"
"49973","10764","1250"
"49974","10764","3420"
"49975","10764","4430"
"49976","3371","3720"
"49985","7695","630"
"49986","11743","1110"
"49987","11743","2280"
"49988","11743","3150"
"49989","9904","1110"
"49990","9904","2280"
"49991","9904","3150"
"49992","9903","1110"
"49993","9903","2280"
"49994","9903","3150"
"49998","5233","1110"
"49999","9444","1110"
"50000","9446","1110"
"50001","8891","1600"
"50002","8891","3010"
"50003","8891","4910"
"50004","12364","3280"
"50005","12364","4710"
"50006","12364","4910"
"50009","11245","1950"
"50010","11245","2180"
"50011","11331","1530"
"50013","8285","500"
"50014","8286","500"
"50015","11350","3810"
"50016","1345","3280"
"50017","11733","3720"
"50018","10718","3420"
"50019","3381","2030"
"50020","3381","3720"
"50022","3726","4250"
"50023","6583","3720"
"50024","8775","2200"
"50025","9855","2200"
"50026","12351","2200"
"50027","11205","2280"
"50028","11480","3810"
"50029","3799","3810"
"50030","8620","3720"
"50031","9515","2550"
"50032","10949","2550"
"50035","1166","2900"
"50036","1166","2980"
"50037","4134","4140"
"50038","10613","4140"
"50039","12169","3720"
"50040","9620","3720"
"50041","905","1350"
"50042","905","4360"
"50043","7457","3020"
"50044","10810","510"
"50045","10810","611"
"50046","12219","611"
"50047","6667","2540"
"50048","6667","2550"
"50049","6667","2560"
"50050","3433","4790"
"50051","2265","4790"
"50052","2266","4790"
"50053","2267","4790"
"50054","2268","4790"
"50055","2263","4790"
"50056","2270","4790"
"50057","2272","4790"
"50058","2273","4790"
"50059","2275","4790"
"50060","2276","4790"
"50061","2277","4790"
"50062","2278","4790"
"50063","2280","4790"
"50065","2281","4790"
"50066","2282","4790"
"50070","2288","4790"
"50071","2289","4790"
"50072","2290","4790"
"50073","2306","4790"
"50074","2291","4790"
"50075","7930","4790"
"50076","2292","4790"
"50077","2293","4790"
"50078","2294","4790"
"50079","2295","4790"
"50080","2309","4790"
"50081","2296","4790"
"50082","2298","4790"
"50084","2300","4790"
"50087","2301","4790"
"50088","2302","4790"
"50089","7954","2360"
"50090","7954","4800"
"50091","2255","4760"
"50092","2254","4760"
"50093","2246","4780"
"50094","2247","4780"
"50097","3030","4790"
"50098","2159","4751"
"50099","7133","4751"
"50101","5772","4751"
"50102","7155","4760"
"50103","2964","4790"
"50104","2261","4790"
"50105","2311","4790"
"50106","3949","4790"
"50107","2310","4790"
"50108","2297","4790"
"50109","2262","4790"
"50110","2260","4790"
"50111","9259","3810"
"50112","3143","2200"
"50113","3143","4700"
"50114","8484","2200"
"50115","8484","3420"
"50116","10913","2200"
"50117","10913","3280"
"50118","10913","4540"
"50119","10795","1530"
"50120","10795","1570"
"50121","11420","4490"
"50124","8908","1280"
"50125","8908","3090"
"50126","8908","3400"
"50127","10788","3280"
"50128","10788","3630"
"50129","10788","3651"
"50130","10788","3660"
"50131","10788","3670"
"50132","10788","3680"
"50133","10788","3700"
"50134","7065","4840"
"50135","8453","2210"
"50136","8453","3050"
"50137","8453","3840"
"50138","8453","3850"
"50139","4215","4250"
"50140","7189","2280"
"50141","7189","3120"
"50142","1634","3810"
"50143","9748","3810"
"50144","5373","740"
"50145","1857","740"
"50146","3634","3720"
"50147","11842","3810"
"50148","7758","1470"
"50149","7758","3720"
"50150","11411","4520"
"50151","1638","3810"
"50152","3555","3810"
"50153","7027","3000"
"50154","11036","740"
"50155","9648","3511"
"50156","7390","2540"
"50157","7390","2550"
"50158","7390","2560"
"50159","4280","740"
"50160","6523","740"
"50161","7692","740"
"50162","9616","740"
"50163","9617","740"
"50164","11382","740"
"50165","6427","1000"
"50166","4151","3050"
"50167","12178","3430"
"50168","12178","4220"
"50173","11426","720"
"50174","9434","4520"
"50175","10967","2830"
"50177","9514","2830"
"50178","9514","4950"
"50179","12179","3650"
"50180","12179","3680"
"50181","12179","3700"
"50182","9642","2830"
"50183","9642","2840"
"50184","9513","1370"
"50188","11152","610"
"50189","385","4967"
"50190","385","4976"
"50191","5916","1700"
"50192","6995","2830"
"50193","3700","3420"
"50196","10852","890"
"50197","10852","4560"
"50198","2912","1110"
"50199","2912","3420"
"50200","4112","2370"
"50201","11849","4250"
"50202","7924","2620"
"50203","7924","2650"
"50204","3237","4250"
"50206","2589","699"
"50207","3139","3810"
"50208","11219","1740"
"50209","1697","770"
"50210","8734","740"
"50211","3764","1860"
"50212","3764","4910"
"50213","9820","4910"
"50221","3706","1860"
"50222","3706","2820"
"50223","3706","3050"
"50224","3706","3450"
"50225","3706","3860"
"50226","3706","4640"
"50227","3706","4910"
"50231","2824","3480"
"50232","2824","3512"
"50233","2824","3860"
"50237","12468","4910"
"50238","7878","1090"
"50239","2770","610"
"50240","7594","1860"
"50269","12070","3050"
"50270","12070","3840"
"50271","12070","4140"
"50272","12070","4910"
"50286","12990","4030"
"50291","12991","3340"
"50292","12266","980"
"50293","12266","2090"
"50294","12266","2760"
"50295","12266","2970"
"50303","12996","3240"
"50313","12997","630"
"50317","12999","611"
"50367","13008","4250"
"50369","13009","630"
"50380","10893","3810"
"50381","9836","1530"
"50382","9836","1570"
"50383","9836","1950"
"50385","9264","2970"
"50386","9264","2980"
"50389","11719","980"
"50390","11719","2970"
"50393","12181","510"
"50397","8849","3810"
"50398","9058","740"
"50399","8480","3950"
"50400","7741","740"
"50401","6774","740"
"50402","9783","3950"
"50403","7776","4250"
"50404","2562","3490"
"50406","6847","830"
"50408","10911","2180"
"50409","10911","3960"
"50410","6449","699"
"50411","6449","1250"
"50412","7854","1110"
"50415","3484","940"
"50416","3484","980"
"50417","3484","1530"
"50418","3484","2900"
"50419","3484","2970"
"50420","3484","2980"
"50421","6398","3120"
"50422","12366","3070"
"50423","12366","3400"
"50424","12366","4994"
"50428","11500","4230"
"50429","11500","4430"
"50430","3517","3810"
"50431","9714","2280"
"50432","9714","4670"
"50433","9714","4994"
"50434","9833","940"
"50435","9833","980"
"50436","9833","2970"
"50437","10990","510"
"50438","10990","570"
"50439","10990","610"
"50441","3812","980"
"50442","3812","2900"
"50443","3812","2970"
"50444","2873","699"
"50447","3199","1740"
"50448","3199","3340"
"50451","11786","2200"
"50452","11786","3720"
"50453","8593","3810"
"50454","3807","3810"
"50455","8850","740"
"50456","6928","4430"
"50457","11787","2200"
"50458","11787","3720"
"50459","8290","3810"
"50460","11843","2200"
"50461","11843","3720"
"50462","6141","3720"
"50465","11356","4620"
"50466","12252","2200"
"50467","12252","3720"
"50468","7643","4620"
"50469","11355","4620"
"50472","2029","2830"
"50473","2029","2840"
"50475","12210","4620"
"50476","2497","3720"
"50477","8662","4120"
"50479","10531","3720"
"50480","10710","1090"
"50481","10710","3350"
"50482","10710","3950"
"50484","12399","3810"
"50485","8348","1090"
"50486","8348","2550"
"50487","8348","3020"
"50488","8348","4140"
"50489","6541","3420"
"50490","1547","1290"
"50491","12472","2200"
"50492","12472","4630"
"50495","12473","2200"
"50496","12473","4630"
"50497","3015","2200"
"50498","3015","3720"
"50499","3015","4630"
"50503","6339","1920"
"50504","6339","3700"
"50505","6339","4560"
"50506","10877","4250"
"50507","12267","4250"
"50510","10622","1670"
"50511","10622","3020"
"50518","9449","2280"
"50519","9449","3150"
"50520","3417","740"
"50521","3417","2280"
"50522","11912","2600"
"50523","4206","4120"
"50525","55","2900"
"50526","55","2970"
"50527","9844","980"
"50528","9844","2900"
"50529","9844","2970"
"50530","11720","980"
"50531","11720","2900"
"50532","11720","2970"
"50533","8100","1880"
"50534","8100","3630"
"50535","8100","3700"
"50536","8100","4560"
"50537","6645","1670"
"50538","11823","3810"
"50539","135","3810"
"50540","6720","2050"
"50541","12293","980"
"50542","12293","2900"
"50543","12293","2980"
"50544","9404","3720"
"50547","9326","3810"
"50549","11801","3810"
"50555","9336","940"
"50556","9336","980"
"50557","9336","2280"
"50558","9336","2900"
"50559","9336","2980"
"50560","12338","980"
"50561","12338","2970"
"50562","8646","4120"
"50566","10978","4120"
"50567","9868","3810"
"50568","2236","2885"
"50569","7882","2970"
"50571","8347","4250"
"50572","1899","1610"
"50573","9153","500"
"50574","6970","2970"
"50575","7861","500"
"50576","7859","500"
"50577","12390","770"
"50578","12390","940"
"50579","12390","2970"
"50580","8807","520"
"50581","8807","580"
"50582","12407","4930"
"50583","9158","3340"
"50584","11594","3050"
"50585","11594","4910"
"50586","9709","980"
"50587","9709","2900"
"50588","9709","2970"
"50589","7354","980"
"50590","7354","2970"
"50595","18","500"
"50596","18","520"
"50597","18","570"
"50598","18","610"
"50600","6751","3720"
"50601","3233","500"
"50602","4204","940"
"50603","4204","2900"
"50604","4204","2980"
"50605","4204","4010"
"50606","8431","2900"
"50608","3876","2900"
"50609","5865","500"
"50610","9071","500"
"50611","3239","2280"
"50612","3239","3350"
"50615","3367","2540"
"50616","3367","2550"
"50617","7404","2080"
"50618","7404","2550"
"50619","7404","4910"
"50620","10799","1780"
"50621","4336","4250"
"50622","6956","3810"
"50624","8648","3810"
"50625","12096","1950"
"50626","12096","3651"
"50627","12096","4340"
"50628","11460","1660"
"50629","1798","3640"
"50630","1798","3700"
"50631","11674","2550"
"50632","6238","4250"
"50633","11675","2550"
"50634","1734","1700"
"50635","501","2350"
"50636","501","2940"
"50637","2868","1110"
"50638","2868","3420"
"50642","3476","2970"
"50643","3476","2980"
"50644","6544","3420"
"50645","6750","1670"
"50647","8095","1740"
"50648","12454","840"
"50649","12454","2830"
"50650","12454","2840"
"50651","12454","4950"
"50652","11402","3420"
"50653","504","2350"
"50654","504","2940"
"50657","2103","1560"
"50658","5574","1560"
"50659","5574","4790"
"50660","6670","610"
"50661","1173","2890"
"50662","1173","4610"
"50663","1173","4620"
"50665","7817","940"
"50666","7817","980"
"50667","7817","2970"
"50673","8682","480"
"50674","8682","1700"
"50677","4117","3890"
"50678","4117","4220"
"50679","6884","2900"
"50680","6884","2970"
"50681","9893","4940"
"50682","7106","1000"
"50684","11591","1000"
"50685","9910","4220"
"50686","12499","2600"
"50687","12499","2620"
"50688","9920","1000"
"50691","8728","740"
"50692","11703","2640"
"50693","11703","2650"
"50694","11703","4590"
"50697","6706","1010"
"50698","6706","3720"
"50701","862","510"
"50702","862","520"
"50703","11543","510"
"50704","865","510"
"50705","164","630"
"50706","3197","630"
"50707","1539","630"
"50708","12343","510"
"50709","1442","640"
"50710","1442","1290"
"50711","1442","4060"
"50713","3943","3810"
"50714","1443","640"
"50715","1443","1290"
"50719","1441","1290"
"50720","339","1310"
"50721","339","2750"
"50722","339","4560"
"50723","8994","1860"
"50724","10566","600"
"50725","10566","3530"
"50730","3348","500"
"50731","3348","1980"
"50732","3348","2480"
"50733","3348","2830"
"50734","3348","3450"
"50735","3348","4400"
"50739","3561","510"
"50740","3561","520"
"50741","3561","660"
"50742","9406","3820"
"50743","629","4030"
"50746","938","1110"
"50747","938","3420"
"50748","11759","4930"
"50749","12290","4930"
"50750","12290","4940"
"50751","10986","3020"
"50752","10999","640"
"50753","4444","699"
"50756","9683","2480"
"50757","2825","3490"
"50758","2825","3512"
"50760","155","4220"
"50762","441","3780"
"50763","11994","3810"
"50764","9422","1670"
"50765","3499","2540"
"50766","3499","2560"
"50767","4018","740"
"50768","7171","3040"
"50769","7171","4220"
"50770","6171","500"
"50771","11808","4540"
"50772","11808","4550"
"50773","11722","4984"
"50774","6400","4120"
"50775","8886","3430"
"50776","8886","4220"
"50777","7723","3500"
"50778","7723","4630"
"50779","170","770"
"50780","170","3420"
"50782","2171","4810"
"50783","2364","2030"
"50784","9823","1420"
"50785","9823","2320"
"50786","9823","4140"
"50787","9823","4640"
"50788","9823","4680"
"50793","2317","970"
"50794","3256","510"
"50795","3256","520"
"50796","7922","4950"
"50797","1592","4560"
"50798","1592","4950"
"50802","7722","4140"
"50805","2224","3100"
"50806","10586","612"
"50809","9452","640"
"50810","6876","2360"
"50811","1469","630"
"50812","1469","640"
"50819","1473","630"
"50820","1473","640"
"50821","11032","510"
"50822","11032","520"
"50823","3668","510"
"50824","9309","510"
"50825","9309","520"
"50826","10067","3720"
"50827","8464","510"
"50828","8464","2560"
"50829","7939","3810"
"50830","7939","4590"
"50838","6459","3512"
"50839","6459","3600"
"50840","12171","3720"
"50841","8738","510"
"50842","11288","3720"
"50843","8514","3700"
"50844","2128","1560"
"50846","4149","520"
"50847","7370","1370"
"50852","11544","610"
"50855","12235","510"
"50856","12235","520"
"50857","863","520"
"50858","10526","620"
"50860","3144","620"
"50861","1551","620"
"50862","1552","620"
"50863","93","510"
"50864","4252","670"
"50865","2213","670"
"50868","11850","670"
"50869","11405","670"
"50870","2214","670"
"50871","8600","4840"
"50872","7332","3020"
"50873","3930","2840"
"50876","7386","4958"
"50883","3214","1000"
"50884","855","3510"
"50885","855","4140"
"50886","7048","1000"
"50887","788","1760"
"50888","788","4190"
"50889","788","4220"
"50890","8442","1000"
"50891","813","4900"
"50893","3952","3512"
"50896","11540","3020"
"50897","7265","4490"
"50898","215","1860"
"50899","215","2040"
"50900","215","2550"
"50901","215","2710"
"50902","215","2730"
"50903","215","3350"
"50904","215","4910"
"50905","11578","1860"
"50906","11578","4140"
"50907","11578","4640"
"50908","1213","3520"
"50909","7389","3110"
"50910","7389","4070"
"50911","9396","2210"
"50912","1494","610"
"50913","1826","570"
"50914","1826","610"
"50915","3485","610"
"50916","6711","690"
"50917","6711","2120"
"50918","571","890"
"50921","10701","4950"
"50926","1589","4950"
"50928","6903","2710"
"50929","6903","2730"
"50930","6903","4490"
"50931","1593","4950"
"50932","10807","4950"
"50934","9917","4950"
"50936","6723","4950"
"50938","11788","4950"
"50939","2446","3810"
"50940","3470","1670"
"50941","3470","1740"
"50942","9746","1670"
"50943","9746","1740"
"50945","2827","4956"
"50946","8913","1530"
"50947","8913","1590"
"50949","2231","4340"
"50950","9700","4220"
"50951","11335","4590"
"50952","9009","4360"
"50953","9253","4360"
"50954","12327","4360"
"50955","9056","940"
"50956","9056","2970"
"50957","9056","3340"
"50962","3121","4140"
"50963","3121","4150"
"50964","3121","960"
"50965","1936","2600"
"50966","1936","2650"
"50967","532","4952"
"50969","323","4955"
"50970","1633","3810"
"50971","3025","2390"
"50972","3025","4670"
"50973","12467","2420"
"50974","12467","4140"
"50975","10700","2830"
"50976","10700","2840"
"50980","7486","3840"
"50981","7443","2940"
"50982","1464","500"
"50983","3224","500"
"50984","7454","500"
"50985","1467","500"
"50987","11574","2370"
"50988","11574","4530"
"50989","7855","740"
"50993","6436","3720"
"50994","8582","1370"
"51001","10726","1150"
"51002","10726","2210"
"51003","10726","3050"
"51004","2390","4280"
"51007","10711","2360"
"51008","12204","3720"
"51009","8084","3810"
"51010","9887","1780"
"51013","12117","3110"
"51014","9293","2940"
"51015","6315","1290"
"51016","1765","1700"
"51017","2772","4340"
"51018","1907","1030"
"51019","2551","2420"
"51020","2551","2540"
"51021","2813","2710"
"51022","2813","3480"
"51023","2813","3512"
"51024","4168","4850"
"51026","10747","4120"
"51027","2376","4260"
"51028","2417","3720"
"51029","1296","3770"
"51031","7907","4250"
"51032","7690","4250"
"51033","4450","3420"
"51034","6953","770"
"51035","6953","4360"
"51036","7787","4630"
"51038","6116","1750"
"51043","6373","1620"
"51044","6373","3570"
"51045","696","3680"
"51046","696","4290"
"51047","8443","4520"
"51048","615","4030"
"51049","1778","4900"
"51052","6446","4180"
"51053","6446","4920"
"51054","8777","1370"
"51058","5869","480"
"51059","5869","1700"
"51060","5869","2460"
"51063","7809","4210"
"51064","7809","4220"
"51067","3429","2940"
"51068","6259","3710"
"51069","11144","3710"
"51070","625","4030"
"51074","804","1630"
"51075","7764","1110"
"51076","7764","3420"
"51077","4055","4030"
"51078","11260","2970"
"51079","12459","1600"
"51080","11794","4520"
"51081","12067","860"
"51082","12067","1470"
"51083","12067","3720"
"51085","12345","3810"
"51086","9590","2200"
"51087","2140","1560"
"51088","9814","3090"
"51089","9814","4010"
"51092","11585","700"
"51093","9882","700"
"51094","12054","700"
"51095","7673","2080"
"51096","7673","3340"
"51101","7866","1570"
"51102","7866","3070"
"51103","7866","3400"
"51104","7866","4540"
"51105","7240","700"
"51106","7240","1110"
"51107","7240","3420"
"51108","4496","750"
"51109","4496","1630"
"51110","4496","4470"
"51112","2007","4120"
"51113","11558","4940"
"51114","7595","3050"
"51115","7595","3850"
"51116","11383","2600"
"51117","11384","2600"
"51118","8473","3150"
"51119","12028","3150"
"51125","1755","3040"
"51126","1755","4220"
"51127","11107","3240"
"51128","8543","1530"
"51129","8543","1950"
"51130","10989","3720"
"51131","10988","3420"
"51132","10988","4985"
"51133","6539","4120"
"51135","4010","4120"
"51136","11971","4120"
"51137","4504","500"
"51140","2478","3720"
"51141","2478","3420"
"51142","3004","3420"
"51145","6892","1550"
"51146","6892","2940"
"51147","7140","1090"
"51148","7140","2180"
"51149","7140","2210"
"51152","3308","810"
"51153","3308","1100"
"51156","12003","1010"
"51157","12003","3720"
"51158","12003","3820"
"51159","12003","4020"
"51160","299","3720"
"51161","10921","510"
"51165","6379","3100"
"51177","2421","940"
"51178","2421","980"
"51179","2421","2900"
"51180","2421","2970"
"51181","2421","3340"
"51182","3335","4520"
"51184","10774","540"
"51185","10774","1670"
"51186","10774","3000"
"51187","4368","3000"
"51188","11600","540"
"51189","11600","1670"
"51190","12176","3000"
"51191","12176","3020"
"51192","3836","4250"
"51193","4058","710"
"51194","4061","710"
"51195","4063","710"
"51196","4066","710"
"51197","4069","710"
"51198","4073","710"
"51199","4078","710"
"51200","4082","710"
"51201","11187","980"
"51202","11187","2900"
"51203","11187","2970"
"51204","11187","2980"
"51205","8940","3470"
"51207","3000","4620"
"51208","12431","3410"
"51209","711","2900"
"51210","711","2970"
"51211","711","2980"
"51212","711","4640"
"51213","3003","740"
"51227","11983","3780"
"51235","11976","3780"
"51239","2283","4790"
"51240","2286","4790"
"51241","10767","3100"
"51244","9569","940"
"51245","9569","1910"
"51246","2398","4280"
"51247","2917","3420"
"51248","2917","4430"
"51257","3776","1660"
"51258","9213","2540"
"51259","9213","2550"
"51260","9213","2560"
"51264","11079","2540"
"51265","11079","2550"
"51266","11079","2560"
"51267","11866","2540"
"51268","11866","2550"
"51269","11866","2560"
"51271","11328","3730"
"51274","11835","3810"
"51278","3016","3030"
"51279","3016","3651"
"51280","3016","4340"
"51281","12182","3400"
"51282","12182","4610"
"51283","11803","3070"
"51284","11803","3400"
"51286","3210","2600"
"51287","1486","500"
"51288","11108","720"
"51289","11108","2210"
"51290","11108","3110"
"51291","7488","610"
