"_id","name","org_count"
"4390","ТОПЛИВО – ОПТОВАЯ ПРОДАЖА","0"
"4400","ТОРГОВОЕ ОБОРУДОВАНИЕ  – ПРОИЗВОДСТВО, ПРОДАЖА, СЕРВИС","17"
"4430","ТОРГОВЫЕ ОРГАНИЗАЦИИ – ОПТОВЫЕ ФИРМЫ","20"
"4440","ТОРГОВЫЕ ОРГАНИЗАЦИИ – ПОТРЕБСОЮЗЫ","0"
"4450","ТРАВМАТОЛОГИЧЕСКИЕ ПУНКТЫ","0"
"4470","ТРОТУАРНАЯ ПЛИТКА – ПРОИЗВОДСТВО, ПРОДАЖА","11"
"4480","ТРУБОПРОВОДЫ – СТРОИТЕЛЬСТВО, МОНТАЖ, РЕМОНТ","0"
"4490","ТРУБЫ И ТРУБОПРОВОДНАЯ АРМАТУРА – ПРОДАЖА","11"
"4500","ТРУДОУСТРОЙСТВО","0"
"4520","ТУРИСТИЧЕСКИЕ ФИРМЫ И ЭКСКУРСИОННЫЕ БЮРО","72"
"4530","УБОРКА ПОМЕЩЕНИЙ","2"
"4540","УПАКОВКА, ТАРА – ПРОДАЖА, УСЛУГИ","24"
"4550","УПАКОВКА, ТАРА – ПРОИЗВОДСТВО","0"
"4560","УСЛУГИ – БИЗНЕС ДЛЯ БИЗНЕСА","1"
"4590","ФИТНЕС-КЛУБЫ","24"
"4610","ФОТОЛАБОРАТОРИИ, ФОТОУСЛУГИ, ФОТОАТЕЛЬЕ","30"
"4620","ХИМИЧЕСКАЯ ЧИСТКА И ОКРАШИВАНИЕ","2"
"4630","ХЛЕБОПРОДУКТЫ – ПРОИЗВОДСТВО ","12"
"4640","ХОЗТОВАРЫ – ПРОДАЖА","59"
"4650","ХОРЫ","0"
"4670","ЦВЕТЫ, ДЕКОРАТИВНЫЕ РАСТЕНИЯ – ПРОДАЖА","36"
"4680","ЦЕМЕНТ – ПРОДАЖА","16"
"4690","ЦЕННЫЕ БУМАГИ – ОПЕРАЦИИ, РЕЕСТРЫ","0"
"4700","ЧАЙ, КОФЕ – ПРОДАЖА","13"
"4710","ЧАСЫ – ПРОДАЖА ","24"
"4730","ЧУЛОЧНО-НОСОЧНЫЕ ИЗДЕЛИЯ – ПРОИЗВОДСТВО","0"
"4750","ШКОЛЫ – ВЕЧЕРНИЕ","0"
"4751","ШКОЛЫ – ИНТЕРНАТЫ","0"
"4760","ШКОЛЫ – ИСКУССТВ","0"
"4761","ШКОЛЫ – ЛИЦЕИ","0"
"4770","ШКОЛЫ – МОДЕЛЕЙ","0"
"4780","ШКОЛЫ – МУЗЫКАЛЬНЫЕ","0"
"4790","ШКОЛЫ – ОБЩЕОБРАЗОВАТЕЛЬНЫЕ ","0"
"4800","ШКОЛЫ – СПЕЦИАЛИЗИРОВАННЫЕ","0"
"4810","ШКОЛЫ – СПОРТИВНЫЕ","0"
"4820","ШКОЛЫ – ХУДОЖЕСТВЕННЫЕ","0"
"4830","ШКОЛЫ – ЧАСТНЫЕ","0"
"4840","ЭВАКУАЦИЯ ТРАНСПОРТА","0"
"4850","ЭКОЛОГИЧЕСКИЕ ОРГАНИЗАЦИИ – ОХРАНА ОКРУЖАЮЩЕЙ СРЕДЫ","0"
"4880","ЭЛЕКТРОМОНТАЖНЫЕ И ЭЛЕКТРОТЕХНИЧЕСКИЕ РАБОТЫ","4"
"4900","ЭЛЕКТРОСНАБЖЕНИЕ ","0"
"4910","ЭЛЕКТРОТОВАРЫ – ПРОДАЖА ","53"
"4920","ЭНЕРГЕТИКА – СТРОИТЕЛЬСТВО, ОБСЛУЖИВАНИЕ ОБЪЕКТОВ","0"
"4930","ЮВЕЛИРНЫЕ ИЗДЕЛИЯ – ИЗГОТОВЛЕНИЕ, РЕМОНТ","3"
"4940","ЮВЕЛИРНЫЕ ИЗДЕЛИЯ – ПРОДАЖА ","33"
"4950","ЮРИДИЧЕСКИЕ КОНСУЛЬТАЦИИ И УСЛУГИ","0"
"4951","официальный","0"
"4952","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ГЛАВА РСО-АЛАНИЯ","0"
"4953","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ПРАВИТЕЛЬСТВО РСО-АЛАНИЯ","0"
"4954","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ПАРЛАМЕНТ РСО-АЛАНИЯ","0"
"4955","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - АДМИНИСТРАЦИЯ Г.ВЛАДИКАВКАЗА","0"
"4956","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - АДМИНИСТРАЦИИ МУНИЦИПАЛЬНЫХ ОКРУГОВ Г.ВЛАДИКАВКАЗ","0"
"4957","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - АДМИНИСТРАЦИИ РАЙОНОВ РСО-А","0"
"4958","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - АГЕНТСТВА","0"
"4959","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - АРХИВЫ","0"
"4960","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ВОЕНКОМАТЫ, ВОИНСКИЕ ЧАСТИ, КОМЕНДАТУРЫ","0"
"4961","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ДЕПАРТАМЕНТЫ","0"
"4962","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ДИРЕКЦИИ","0"
"4963","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ИНСПЕКЦИИ","0"
"4964","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - КОМИССИИ","0"
"4965","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - КОМИТЕТЫ","0"
"4966","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - МИНИСТЕРСТВА","0"
"4967","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ПОЛИЦИЯ – МВД","1"
"4968","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ПАЛАТЫ","0"
"4969","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ПРЕДСТАВИТЕЛЬСТВА","0"
"4970","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ПРОКУРАТУРЫ","0"
"4971","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ПРОФСОЮЗНЫЕ ОРГАНИЗАЦИИ","0"
"4972","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - СЛУЖБЫ","0"
"4973","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - СУДЫ","0"
"4974","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - УПРАВЛЕНИЯ","0"
"4975","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ФОНДЫ","0"
"4976","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ЦЕНТРЫ","0"
"4977","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ДРУГИЕ ОФИЦИАЛЬНЫЕ ОРГАНЫ","0"
"4978","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ТАМОЖНЯ","0"
"4979","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ПРЕЗИДЕНТ РЮО","0"
"4980","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ПАРЛАМЕНТ РЮО","0"
"4981","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - ПРАВИТЕЛЬСТВО РЮО","0"
"4982","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - АДМИНИСТРАЦИЯ Г.ЦХИНВАЛ","0"
"4983","ОФИЦИАЛЬНЫЙ РАЗДЕЛ - АДМИНИСТРАЦИИ РАЙОНОВ РЮО","0"
"4984","НАТЯЖНЫЕ ПОТОЛКИ – ИЗГОТОВЛЕНИЕ, УСТАНОВКА","12"
"4985","ДЕТСКИЕ РАЗВЛЕКАТЕЛЬНЫЕ ЦЕНТРЫ","1"
"4989","ТОРГОВЫЕ ЦЕНТРЫ","0"
"4991","ТОНИРОВКА ОКОН","3"
"4994","СВАДЕБНЫЕ ПРИНАДЛЕЖНОСТИ, АКСЕССУАРЫ – ПРОДАЖА, ПРОКАТ","43"
"5000","АВИАГРУЗОПЕРЕВОЗКИ","0"
"5002","ОФИЦИАЛЬНЫЙ РАЗДЕЛ – ПОЛИЦИЯ – ГИБДД","0"
"5003","ОФИЦИАЛЬНЫЙ РАЗДЕЛ – ПОЛИЦИЯ – ОВД","0"
"5004","ОФИЦИАЛЬНЫЙ РАЗДЕЛ – ПОЛИЦИЯ – ВНЕВЕДОМСТВЕННАЯ ОХРАНА","0"
"5005","ОФИЦИАЛЬНЫЙ РАЗДЕЛ – НАЛОГОВЫЕ СЛУЖБЫ","0"
"5007","ОФИЦИАЛЬНЫЙ РАЗДЕЛ – МИГРАЦИОННЫЕ СЛУЖБЫ","0"
"5008","ОФИЦИАЛЬНЫЙ РАЗДЕЛ – МЧС","0"
