"id_org","id_rubr"
"3020","3320"
"3025","2390"
"3025","4670"
"3029","720"
"3040","2540"
"3040","2550"
"3049","3420"
"3050","700"
"3055","3810"
"3066","2970"
"3066","2980"
"3074","1770"
"3074","4100"
"3080","3940"
"3080","3950"
"3080","3960"
"3081","2970"
"3087","1110"
"3087","3420"
"3099","2970"
"3100","3020"
"3101","2200"
"3103","1110"
"3103","2280"
"3103","3420"
"3108","870"
"3108","920"
"3108","2550"
"3108","4180"
"3116","980"
"3116","2900"
"3116","2970"
"3122","1110"
"3122","3420"
"3124","2200"
"3124","4430"
"3133","3420"
"3139","3810"
"3141","4520"
"3143","2200"
"3143","4700"
"3153","740"
"3154","740"
"3156","3420"
"3159","4590"
"3188","2550"
"3188","2560"
"3191","1090"
"3199","1740"
"3199","2550"
"3199","3340"
"3200","2710"
"3209","4400"
"3211","2970"
"3211","2980"
"3212","1950"
"3212","2280"
"3212","3420"
"3212","3810"
"3212","4910"
"3213","3420"
"3222","1110"
"3222","3280"
"3222","3350"
"3222","3420"
"3229","2960"
"3235","1530"
"3235","1570"
"3235","1590"
"3239","2280"
"3239","3350"
"3245","3810"
"3253","3070"
"3253","3400"
"3253","4994"
"3254","1600"
"3254","2550"
"3254","4910"
"3256","510"
"3256","520"
"3258","1110"
"3258","3420"
"3268","3280"
"3268","3350"
"3275","2320"
"3275","4140"
"3275","4640"
"3280","2970"
"3283","4630"
"3284","2180"
"3298","3870"
"3299","2550"
"3305","4610"
"3335","4520"
"3338","3840"
"3338","4140"
"3339","510"
"3339","520"
"3339","580"
"3339","610"
"3339","611"
"3339","612"
"3339","3290"
"3347","1150"
"3347","2210"
"3347","3430"
"3347","3450"
"3347","4400"
"3348","500"
"3348","1980"
"3348","2480"
"3348","3450"
"3348","4400"
"3349","2280"
"3364","1670"
"3364","3020"
"3367","2540"
"3367","2550"
"3369","2820"
"3369","3050"
"3369","3450"
"3369","3850"
"3369","4490"
"3382","830"
"3382","1090"
"3382","4610"
"3390","740"
"3391","740"
"3393","1420"
"3393","1860"
"3393","2040"
"3393","2320"
"3393","2330"
"3393","2870"
"3393","3050"
"3393","4140"
"3393","4910"
"3396","3600"
"3396","3950"
"3398","740"
"3399","740"
"3399","1110"
"3399","3420"
"3410","2180"
"3410","2210"
"3411","2970"
"3414","3810"
"3416","1280"
"3416","3090"
"3417","740"
"3417","2280"
"3427","2580"
"3427","3420"
"3428","2790"
"3428","2880"
"3428","3400"
"3431","4230"
"3438","1110"
"3438","3420"
"3450","4140"
"3450","4150"
"3450","4640"
"3452","3110"
"3465","1570"
"3470","1670"
"3470","1740"
"3473","3020"
"3475","1570"
"3475","1590"
"3476","2970"
"3476","2980"
"3480","4010"
"3482","2900"
"3482","2980"
"3484","940"
"3484","980"
"3484","1530"
"3484","2900"
"3484","2970"
"3484","2980"
"3487","2550"
"3488","980"
"3488","1530"
"3488","2900"
"3488","2970"
"3488","3340"
"3491","2280"
"3493","2330"
"3493","3020"
"3493","4140"
"3496","4630"
"3499","2540"
"3499","2560"
"3508","3770"
"3517","3810"
"3518","3810"
"3530","2540"
"3532","3810"
"3534","3420"
"3536","3070"
"3536","4994"
"3539","1530"
"3553","3810"
"3554","3810"
"3555","3810"
"3561","510"
"3561","520"
"3561","660"
"3568","2900"
"3568","2980"
"3614","4140"
"3614","4150"
"3614","4220"
"3616","3810"
"3630","2070"
"3633","4140"
"3635","2210"
"3635","3050"
"3636","4640"
"3636","4910"
"3640","2320"
"3640","4140"
"3645","1530"
"3645","1570"
"3645","4380"
"3652","4140"
"3666","2550"
"3668","510"
"3671","2820"
"3671","3050"
"3671","3850"
"3688","740"
"3689","1780"
"3691","740"
"3691","1590"
"3700","3420"
"3701","4994"
"3706","1860"
"3706","2820"
"3706","3050"
"3706","3450"
"3706","3860"
"3706","4640"
"3706","4910"
"3710","2540"
"3710","2550"
"3712","1900"
"3712","2180"
"3712","3862"
"3724","2790"
"3730","2200"
"3734","2490"
"3735","1110"
"3735","3420"
"3736","3050"
"3736","3840"
"3736","3850"
"3740","740"
"3742","4590"
"3746","980"
"3746","2280"
"3763","2540"
"3764","1860"
"3764","4910"
"3767","2280"
"3787","2550"
"3789","2550"
"3789","2560"
"3790","2550"
"3790","2560"
"3793","1740"
"3793","3340"
"3796","1530"
"3796","2970"
"3797","2330"
"3797","3000"
"3799","3810"
"3802","940"
"3802","980"
"3802","2280"
"3805","4230"
"3807","3810"
"3809","3810"
"3810","1530"
"3810","2970"
"3810","2980"
"3812","980"
"3812","2900"
"3812","2970"
"3824","2920"
"3824","3040"
"3824","4030"
"3824","4520"
"3824","4991"
"3832","980"
"3832","2970"
"3833","980"
"3833","2900"
"3833","2980"
"3835","4010"
"3837","4520"
"3845","1530"
"3847","4020"
"3847","4030"
"3847","4590"
"3850","1420"
"3850","4140"
"3850","4640"
"3851","1860"
"3851","2820"
"3851","3050"
"3851","3450"
"3851","3860"
"3851","4640"
"3851","4910"
"3852","2330"
"3852","4140"
"3853","3840"
"3860","2070"
"3864","2790"
"3864","2880"
"3868","3810"
"3871","4940"
"3876","2900"
"3880","2210"
"3882","3810"
"3883","740"
"3886","980"
"3894","1530"
"3896","850"
"3896","1330"
"3899","3950"
"3901","770"
"3901","4360"
"3905","3810"
"3907","2400"
"3907","2710"
"3907","4140"
"3909","980"
"3909","2980"
"3917","3810"
"3918","3810"
"3919","740"
"3920","2280"
"3921","4940"
"3932","4520"
"3934","4230"
"3935","3810"
"3936","740"
"3943","3810"
"3948","2200"
"3948","3500"
"3948","4630"
"3964","1150"
"3964","2210"
"3964","3050"
"3964","3110"
"3964","3430"
"3965","612"
"3970","2200"
"3974","3420"
"3977","3950"
"3982","3420"
"3983","3070"
"3983","3400"
"3984","1110"
"3984","4540"
"3986","510"
"3986","610"
"3987","4400"
"3996","980"
"3996","2970"
"4009","740"
"4015","740"
"4018","740"
"4019","740"
"4022","1110"
"4022","3420"
"4023","3730"
"4023","4670"
"4025","740"
"4031","740"
"4032","3420"
"4033","740"
"4034","3770"
"4035","740"
"4036","740"
"4038","740"
"4040","740"
"4088","3420"
"4090","2280"
"4099","740"
"4103","4230"
"4106","1110"
"4106","2200"
"4106","2580"
"4106","3420"
"4107","850"
"4107","3030"
"4107","4610"
"4108","1530"
"4108","2900"
"4108","2970"
"4134","4140"
"4142","3350"
"4143","1570"
"4143","1950"
"4143","3070"
"4143","3400"
"4143","4540"
"4151","3050"
"4153","2540"
"4153","2550"
"4156","3050"
"4156","4140"
"4156","4150"
"4156","4640"
"4157","1670"
"4157","2550"
"4157","2560"
"4185","3110"
"4185","3600"
"4185","3862"
"4204","940"
"4204","2900"
"4204","2980"
"4204","4010"
"4205","3420"
"4205","4230"
"4217","3350"
"4218","3950"
"4220","510"
"4220","580"
"4228","1950"
"4233","3810"
"4234","980"
"4234","2900"
"4239","3070"
"4241","2570"
"4243","2450"
"4243","3120"
"4245","2970"
"4246","980"
"4246","2970"
"4247","980"
"4247","3280"
"4247","3350"
"4247","4710"
"4251","3020"
"4255","3810"
"4256","580"
"4258","4230"
"4260","1570"
"4260","2900"
"4260","2960"
"4260","3280"
"4260","4670"
"4270","1110"
"4270","3420"
"4280","740"
"4282","1530"
"4284","980"
"4284","2970"
"4286","980"
"4286","2900"
"4286","2980"
"4288","1110"
"4290","510"
"4290","612"
"4291","2900"
"4291","2970"
"4292","940"
"4292","1110"
"4292","2280"
"4292","3420"
"4293","3810"
"4294","2980"
"4295","2280"
"4295","3150"
"4299","740"
"4302","2710"
"4302","2870"
"4302","3010"
"4302","4140"
"4302","4910"
"4303","3870"
"4311","3400"
"4311","4260"
"4343","2710"
"4343","3020"
"4344","2540"
"4344","2560"
"4344","4400"
"4347","520"
"4347","2320"
"4357","1670"
"4357","3010"
"4357","3020"
"4359","1530"
"4364","1570"
"4364","1950"
"4364","2070"
"4368","1240"
"4368","2710"
"4368","3000"
"4368","3020"
"4376","1670"
"4376","3020"
"4379","740"
"4380","1170"
"4514","1790"
"4514","3651"
"4514","3700"
"4514","4610"
"4521","4230"
"4521","4430"
"4532","3420"
"4855","1860"
"4855","2870"
"4855","3350"
"4855","3840"
"4855","4140"
"4855","4910"
"5224","2180"
"5224","2485"
"5230","2090"
"5230","2900"
"5230","2970"
"5233","1110"
"5299","2790"
"5358","1950"
"5358","2550"
"5358","2560"
"5358","3220"
"5358","4710"
"5370","740"
"5371","740"
"5373","740"
"5512","740"
"5514","740"
"5850","700"
"5851","940"
"5851","2970"
"5868","2550"
"5868","2560"
"5894","2160"
"5894","2180"
"5924","4230"
"6124","980"
"6124","3280"
"6124","4710"
"6172","1110"
"6172","3360"
"6172","4540"
"6188","2160"
"6188","2180"
"6192","2180"
"6193","3420"
"6203","940"
"6203","3340"
"6245","2540"
"6245","2550"
"6248","940"
"6248","2970"
"6261","2900"
"6263","2540"
"6263","2550"
"6263","2560"
"6264","740"
"6266","2970"
"6281","510"
"6281","610"
"6338","980"
"6338","2900"
"6344","740"
"6347","740"
"6359","3280"
"6359","3350"
"6359","4710"
"6360","740"
"6364","3290"
"6369","740"
"6382","1110"
"6382","4230"
"6386","2900"
"6395","3810"
"6398","3120"
"6408","3420"
"6430","510"
"6431","510"
"6431","520"
"6431","580"
"6431","610"
"6431","660"
"6433","510"
"6433","520"
"6434","510"
"6434","610"
"6457","3020"
"6464","1170"
"6469","3020"
"6474","2280"
"6474","2580"
"6475","3810"
"6482","1110"
"6482","3420"
"6485","980"
"6485","2900"
"6485","2970"
"6486","980"
"6486","1530"
"6486","2970"
"6488","940"
"6491","1910"
"6493","3810"
"6494","3810"
"6498","2280"
"6498","3810"
"6501","4520"
"6520","3020"
"6523","740"
"6541","3420"
"6544","3420"
"6545","520"
"6545","612"
"6545","1090"
"6551","2900"
"6551","2970"
"6551","2980"
"6562","980"
"6562","2900"
"6562","2970"
"6566","1950"
"6566","3420"
"6584","510"
"6584","520"
"6597","3950"
"6597","3960"
"6599","2540"
"6599","2550"
"6599","2560"
"6605","3840"
"6616","660"
"6618","2540"
"6618","2550"
"6618","2560"
"6618","4400"
"6619","2820"
"6619","3050"
"6619","3850"
"6619","4490"
"6619","4640"
"6625","1670"
"6625","3020"
"6626","3110"
"6635","3110"
"6637","2040"
"6637","4140"
"6637","4680"
"6640","3010"
"6645","1670"
"6651","3840"
"6651","4140"
"6654","2330"
"6657","2550"
"6658","2550"
"6659","2550"
"6659","2560"
"6663","1860"
"6663","2820"
"6663","3050"
"6663","4140"
"6666","2540"
"6666","2570"
"6667","2540"
"6667","2550"
"6667","2560"
"6678","2180"
"6680","3160"
"6692","4230"
"6700","3840"
"6700","4490"
"6702","2540"
"6702","2550"
"6702","4140"
"6703","1000"
"6703","4520"
"6705","3810"
"6714","2010"
"6714","3400"
"6716","4010"
"6719","2280"
"6722","3420"
"6730","4710"
"6731","510"
"6731","520"
"6740","2970"
"6740","2980"
"6740","4010"
"6742","3020"
"6747","1670"
"6747","2540"
"6747","2550"
"6747","2560"
"6750","1670"
"6763","4430"
"6767","1530"
"6767","1590"
"6772","830"
"6774","740"
"6777","980"
"6781","980"
"6781","2970"
"6785","1530"
"6785","1570"
"6788","3930"
"6788","3940"
"6788","3950"
"6791","2160"
"6791","2180"
"6796","1780"
"6797","1110"
"6797","3420"
"6803","2550"
"6803","2560"
"6806","740"
"6847","830"
"6852","1530"
"6853","4230"
"6857","4520"
"6858","1670"
"6858","1740"
"6859","3090"
"6860","3020"
"6861","2280"
"6863","2390"
"6863","2990"
"6863","3800"
"6863","4670"
"6868","1280"
"6868","3090"
"6870","980"
"6870","2900"
"6870","2970"
"6870","2980"
"6877","2560"
"6883","1110"
"6883","1950"
"6883","2560"
"6883","3280"
"6884","2900"
"6884","2970"
"6888","3810"
"6889","2070"
"6894","1530"
"6894","2900"
"6894","2970"
"6894","2980"
"6896","4140"
"6907","4994"
"6922","4360"
"6923","3420"
"6929","980"
"6929","2970"
"6929","2980"
"6930","4230"
"6935","3280"
"6935","3350"
"6935","4710"
"6943","3810"
"6946","3950"
"6947","2090"
"6947","2900"
"6949","940"
"6949","2760"
"6952","2970"
"6952","2980"
"6952","3280"
"6953","770"
"6953","4360"
"6955","2900"
"6955","2980"
"6956","3810"
"6962","1110"
"6962","3420"
"6964","770"
"6964","2980"
"6966","940"
"6966","980"
"6966","2970"
"6968","980"
"6968","2900"
"6968","2970"
"6969","2970"
"6970","2970"
"6977","3810"
"6979","740"
"6980","3150"
"6981","980"
"6981","2970"
"6982","3150"
"6986","3420"
"7001","4230"
"7008","3020"
"7010","4470"
"7012","4590"
"7020","4140"
"7020","4640"
"7024","2900"
"7024","2980"
"7024","4010"
"7025","740"
"7027","3000"
"7032","2280"
"7035","1600"
"7035","1740"
"7035","1770"
"7035","2710"
"7035","2870"
"7035","3280"
"7035","3350"
"7035","4880"
"7035","4910"
"7036","3110"
"7038","2900"
"7038","2970"
"7041","1930"
"7041","3840"
"7041","4140"
"7043","3420"
"7051","740"
"7058","3020"
"7073","3420"
"7074","980"
"7074","2900"
"7075","2550"
"7079","2970"
"7079","2980"
"7081","3810"
"7113","2180"
"7137","2900"
"7137","2980"
"7140","1090"
"7140","2180"
"7140","2210"
"7146","2390"
"7146","2990"
"7146","4670"
"7148","1950"
"7149","1950"
"7149","2550"
"7149","2560"
"7149","4710"
"7150","3810"
"7152","3810"
"7154","1950"
"7154","3280"
"7160","3810"
"7164","920"
"7171","3040"
"7171","4220"
"7175","3420"
"7175","4430"
"7177","2490"
"7177","2840"
"7181","740"
"7186","860"
"7186","3810"
"7189","2280"
"7189","3120"
"7201","2550"
"7201","2560"
"7203","940"
"7203","980"
"7203","1530"
"7203","2900"
"7203","2970"
"7203","2980"
"7205","2090"
"7205","2970"
"7205","2980"
"7209","1740"
"7210","2420"
"7210","4140"
"7210","4640"
"7220","930"
"7220","1250"
"7231","3420"
"7232","2970"
"7232","2980"
"7241","580"
"7246","2070"
"7253","2900"
"7259","3150"
"7275","3070"
"7275","3400"
"7275","4994"
"7276","1530"
"7276","4380"
"7277","3810"
"7300","1530"
"7310","980"
"7310","2900"
"7310","2970"
"7337","3010"
"7340","2390"
"7340","4670"
"7344","1330"
"7344","1510"
"7350","3350"
"7351","740"
"7351","2640"
"7351","2650"
"7352","1110"
"7352","3420"
"7354","980"
"7354","2970"
"7366","980"
"7366","1530"
"7366","2900"
"7366","2970"
"7366","2980"
"7376","3100"
"7376","3110"
"7376","4967"
"7389","3110"
"7389","4070"
"7390","2540"
"7390","2550"
"7390","2560"
"7391","3810"
"7394","940"
"7394","2090"
"7394","2900"
"7394","2980"
"7398","1240"
"7398","4100"
"7402","2970"
"7402","2980"
"7404","2080"
"7404","2550"
"7404","4910"
"7405","3050"
"7405","3840"
"7406","1740"
"7409","3220"
"7409","3280"
"7412","940"
"7412","2090"
"7412","2970"
"7417","830"
"7418","1770"
"7418","4090"
"7418","4100"
"7419","3020"
"7423","2180"
"7424","1930"
"7432","1110"
"7432","2320"
"7432","3350"
"7432","4640"
"7432","4910"
"7437","2900"
"7437","2970"
"7437","4994"
"7438","980"
"7438","2970"
"7442","3420"
"7444","3000"
"7444","3020"
"7450","2540"
"7450","2550"
"7450","2560"
"7455","740"
"7457","3020"
"7458","1950"
"7458","3280"
"7462","3020"
"7466","2870"
"7466","4140"
"7466","4910"
"7467","740"
"7469","510"
"7475","740"
"7475","980"
"7475","2280"
"7475","3150"
"7476","1110"
"7476","3360"
"7476","4540"
"7480","2900"
"7480","2970"
"7480","2980"
"7485","3020"
"7486","3840"
"7497","2200"
"7498","2900"
"7499","540"
"7499","1670"
"7499","3000"
"7499","3020"
"7499","4400"
"7505","2200"
"7506","3810"
"7510","3810"
"7520","940"
"7520","3340"
"7520","3350"
"7523","1420"
